sample,total_count,population,count,percentage
sample07881,99917,cd8_t_cell,28248,28.2715
sample07881,99917,monocyte,19407,19.4231
sample07881,99917,nk_cell,14897,14.9094
sample07882,90022,b_cell,6352,7.0561
sample07882,90022,cd4_t_cell,17475,19.4119
sample07882,90022,cd8_t_cell,23656,26.278
sample07882,90022,monocyte,30080,33.4141
sample07882,90022,nk_cell,12459,13.84
sample07883,107479,b_cell,10622,9.8829
sample07883,107479,cd4_t_cell,34206,31.8258
sample07883,107479,cd8_t_cell,26912,25.0393
sample07883,107479,monocyte,19937,18.5497
sample07883,107479,nk_cell,15802,14.7024
sample07884,91068,b_cell,6627,7.277
sample07884,91068,cd4_t_cell,32340,35.5119
sample07884,91068,cd8_t_cell,19168,21.048
sample07884,91068,monocyte,18212,19.9982
sample07884,91068,nk_cell,14721,16.1648
sample07885,108224,b_cell,8981,8.2985
sample07885,108224,cd4_t_cell,33564,31.0135
sample07885,108224,cd8_t_cell,27445,25.3594
sample07885,108224,monocyte,20941,19.3497
sample07885,108224,nk_cell,17293,15.9789
sample07886,101632,b_cell,8467,8.331
sample07886,101632,cd4_t_cell,29603,29.1276
sample07886,101632,cd8_t_cell,24652,24.2561
sample07886,101632,monocyte,21576,21.2295
sample07886,101632,nk_cell,17334,17.0557
sample07887,91485,b_cell,13263,14.4975
sample07887,91485,cd4_t_cell,24546,26.8306
sample07887,91485,cd8_t_cell,19235,21.0253
sample07887,91485,monocyte,18540,20.2656
sample07887,91485,nk_cell,15901,17.381
sample07888,98745,b_cell,10509,10.6426
sample07888,98745,cd4_t_cell,26752,27.092
sample07888,98745,cd8_t_cell,30916,31.3089
sample07888,98745,monocyte,17796,18.0222
sample07888,98745,nk_cell,12772,12.9343
sample07889,101625,b_cell,5945,5.8499
sample07889,101625,cd4_t_cell,35722,35.1508
sample07889,101625,cd8_t_cell,21663,21.3166
sample07889,101625,monocyte,22432,22.0733
sample07889,101625,nk_cell,15863,15.6093
sample07890,101267,b_cell,14607,14.4242
sample07890,101267,cd4_t_cell,28156,27.8037
sample07890,101267,cd8_t_cell,22976,22.6885
sample07890,101267,monocyte,21701,21.4295
sample07890,101267,nk_cell,13827,13.654
sample07891,108330,b_cell,12193,11.2554
sample07891,108330,cd4_t_cell,36965,34.1226
sample07891,108330,cd8_t_cell,25525,23.5623
sample07891,108330,monocyte,19792,18.2701
sample07891,108330,nk_cell,13855,12.7896
sample07892,101437,b_cell,8763,8.6389
sample07892,101437,cd4_t_cell,26723,26.3444
sample07892,101437,cd8_t_cell,30508,30.0758
sample07892,101437,monocyte,22795,22.4721
sample07892,101437,nk_cell,12648,12.4688
sample07893,93796,b_cell,14102,15.0348
sample07893,93796,cd4_t_cell,22990,24.5106
sample07893,93796,cd8_t_cell,23184,24.7175
sample07893,93796,monocyte,18462,19.6831
sample07893,93796,nk_cell,15058,16.054
sample07894,96560,b_cell,15710,16.2697
sample07894,96560,cd4_t_cell,38652,40.029
sample07894,96560,cd8_t_cell,15130,15.669
sample07894,96560,monocyte,14562,15.0808
sample07894,96560,nk_cell,12506,12.9515
sample07895,95598,b_cell,7836,8.1968
sample07895,95598,cd4_t_cell,34544,36.1346
sample07895,95598,cd8_t_cell,20258,21.1908
sample07895,95598,monocyte,20362,21.2996
sample07895,95598,nk_cell,12598,13.1781
sample07896,101597,b_cell,9639,9.4875
sample07896,101597,cd4_t_cell,32133,31.6279
sample07896,101597,cd8_t_cell,25001,24.608
sample07896,101597,monocyte,24354,23.9712
sample07896,101597,nk_cell,10470,10.3054
sample07897,109924,b_cell,13116,11.9319
sample07897,109924,cd4_t_cell,40518,36.86
sample07897,109924,cd8_t_cell,25813,23.4826
sample07897,109924,monocyte,13162,11.9737
sample07897,109924,nk_cell,17315,15.7518
sample07898,92561,b_cell,7567,8.1751
sample07898,92561,cd4_t_cell,29161,31.5046
sample07898,92561,cd8_t_cell,22906,24.7469
sample07898,92561,monocyte,18560,20.0516
sample07898,92561,nk_cell,14367,15.5217
sample07899,104475,b_cell,2153,2.0608
sample07899,104475,cd4_t_cell,27834,26.6418
sample07899,104475,cd8_t_cell,36182,34.6322
sample07899,104475,monocyte,23602,22.5911
sample07899,104475,nk_cell,14704,14.0742
sample07900,102718,b_cell,3898,3.7949
sample07900,102718,cd4_t_cell,29510,28.7291
sample07900,102718,cd8_t_cell,23511,22.8889
sample07900,102718,monocyte,25355,24.6841
sample07900,102718,nk_cell,20444,19.903
sample07901,98876,b_cell,12660,12.8039
sample07901,98876,cd4_t_cell,23885,24.1565
sample07901,98876,cd8_t_cell,21443,21.6868
sample07901,98876,monocyte,21784,22.0316
sample07901,98876,nk_cell,19104,19.3212
sample07902,99721,b_cell,7761,7.7827
sample07902,99721,cd4_t_cell,37424,37.5287
sample07902,99721,cd8_t_cell,28044,28.1225
sample07902,99721,monocyte,6932,6.9514
sample07902,99721,nk_cell,19560,19.6147
sample07903,104212,b_cell,11269,10.8135
sample07903,104212,cd4_t_cell,31551,30.2758
sample07903,104212,cd8_t_cell,31148,29.8891
sample07903,104212,monocyte,21638,20.7634
sample07903,104212,nk_cell,8606,8.2582
sample07904,89711,b_cell,11547,12.8713
sample07904,89711,cd4_t_cell,26024,29.0087
sample07904,89711,cd8_t_cell,19948,22.2358
sample07904,89711,monocyte,18765,20.9172
sample07904,89711,nk_cell,13427,14.9669
sample07905,93457,b_cell,9285,9.9351
sample07905,93457,cd4_t_cell,30870,33.0312
sample07905,93457,cd8_t_cell,18348,19.6326
sample07905,93457,monocyte,20192,21.6057
sample07905,93457,nk_cell,14762,15.7955
sample07906,92112,b_cell,5488,5.958
sample07906,92112,cd4_t_cell,22309,24.2194
sample07906,92112,cd8_t_cell,24337,26.4211
sample07906,92112,monocyte,18275,19.84
sample07906,92112,nk_cell,21703,23.5615
sample07907,93169,b_cell,5576,5.9848
sample07907,93169,cd4_t_cell,30997,33.2696
sample07907,93169,cd8_t_cell,23234,24.9375
sample07907,93169,monocyte,18553,19.9133
sample07907,93169,nk_cell,14809,15.8948
sample07908,92143,b_cell,6934,7.5253
sample07908,92143,cd4_t_cell,20944,22.7299
sample07908,92143,cd8_t_cell,26562,28.8269
sample07908,92143,monocyte,21070,22.8666
sample07908,92143,nk_cell,16633,18.0513
sample07909,89557,b_cell,6786,7.5773
sample07909,89557,cd4_t_cell,25780,28.7861
sample07909,89557,cd8_t_cell,22938,25.6127
sample07909,89557,monocyte,16960,18.9377
sample07909,89557,nk_cell,17093,19.0862
sample07910,95130,b_cell,13243,13.921
sample07910,95130,cd4_t_cell,23854,25.0752
sample07910,95130,cd8_t_cell,17537,18.4348
sample07910,95130,monocyte,27157,28.5473
sample07910,95130,nk_cell,13339,14.0219
sample07911,97121,b_cell,7346,7.5638
sample07911,97121,cd4_t_cell,33966,34.9729
sample07911,97121,cd8_t_cell,24212,24.9297
sample07911,97121,monocyte,21383,22.0169
sample07911,97121,nk_cell,10214,10.5168
sample07912,109313,b_cell,11771,10.7682
sample07912,109313,cd4_t_cell,30117,27.5512
sample07912,109313,cd8_t_cell,27407,25.072
sample07912,109313,monocyte,23714,21.6937
sample07912,109313,nk_cell,16304,14.915
sample07913,101025,b_cell,10603,10.4954
sample07913,101025,cd4_t_cell,30154,29.8481
sample07913,101025,cd8_t_cell,30461,30.1519
sample07913,101025,monocyte,18466,18.2786
sample07913,101025,nk_cell,11341,11.2259
sample07914,95902,b_cell,12265,12.7891
sample07914,95902,cd4_t_cell,23953,24.9765
sample07914,95902,cd8_t_cell,21836,22.7691
sample07914,95902,monocyte,22608,23.5741
sample07914,95902,nk_cell,15240,15.8912
sample07915,97130,b_cell,9197,9.4688
sample07915,97130,cd4_t_cell,26287,27.0637
sample07915,97130,cd8_t_cell,23379,24.0698
sample07915,97130,monocyte,18523,19.0703
sample07915,97130,nk_cell,19744,20.3274
sample07916,102437,b_cell,11779,11.4988
sample07916,102437,cd4_t_cell,37287,36.3999
sample07916,102437,cd8_t_cell,20903,20.4057
sample07916,102437,monocyte,19640,19.1728
sample07916,102437,nk_cell,12828,12.5228
sample07917,91177,b_cell,15054,16.5107
sample07917,91177,cd4_t_cell,20913,22.9367
sample07917,91177,cd8_t_cell,23557,25.8366
sample07917,91177,monocyte,16405,17.9925
sample07917,91177,nk_cell,15248,16.7235
sample07918,110047,b_cell,3492,3.1732
sample07918,110047,cd4_t_cell,33525,30.4643
sample07918,110047,cd8_t_cell,26041,23.6635
sample07918,110047,monocyte,26779,24.3341
sample07918,110047,nk_cell,20210,18.3649
sample07919,107035,b_cell,13518,12.6295
sample07919,107035,cd4_t_cell,37876,35.3866
sample07919,107035,cd8_t_cell,23578,22.0283
sample07919,107035,monocyte,17225,16.0929
sample07919,107035,nk_cell,14838,13.8628
sample07920,96815,b_cell,6648,6.8667
sample07920,96815,cd4_t_cell,27175,28.069
sample07920,96815,cd8_t_cell,32107,33.1632
sample07920,96815,monocyte,18452,19.059
sample07920,96815,nk_cell,12433,12.842
sample07921,92568,b_cell,7102,7.6722
sample07921,92568,cd4_t_cell,33728,36.4359
sample07921,92568,cd8_t_cell,20036,21.6446
sample07921,92568,monocyte,20588,22.2409
sample07921,92568,nk_cell,11114,12.0063
sample07922,108495,b_cell,8283,7.6345
sample07922,108495,cd4_t_cell,39226,36.1547
sample07922,108495,cd8_t_cell,23967,22.0904
sample07922,108495,monocyte,16907,15.5832
sample07922,108495,nk_cell,20112,18.5373
sample07923,101197,b_cell,10781,10.6535
sample07923,101197,cd4_t_cell,35233,34.8162
sample07923,101197,cd8_t_cell,24418,24.1292
sample07923,101197,monocyte,18747,18.5253
sample07923,101197,nk_cell,12018,11.8758
sample07924,103103,b_cell,14234,13.8056
sample07924,103103,cd4_t_cell,27033,26.2194
sample07924,103103,cd8_t_cell,25333,24.5706
sample07924,103103,monocyte,19775,19.1798
sample07924,103103,nk_cell,16728,16.2246
sample07925,98833,b_cell,9369,9.4796
sample07925,98833,cd4_t_cell,24617,24.9077
sample07925,98833,cd8_t_cell,25829,26.134
sample07925,98833,monocyte,25942,26.2483
sample07925,98833,nk_cell,13076,13.2304
sample07926,100923,b_cell,16992,16.8366
sample07926,100923,cd4_t_cell,23921,23.7022
sample07926,100923,cd8_t_cell,26898,26.652
sample07926,100923,monocyte,18621,18.4507
sample07926,100923,nk_cell,14491,14.3585
sample07927,101441,b_cell,7489,7.3826
sample07927,101441,cd4_t_cell,39424,38.864
sample07927,101441,cd8_t_cell,25910,25.5419
sample07927,101441,monocyte,15275,15.058
sample07927,101441,nk_cell,13343,13.1535
sample07928,108547,b_cell,8596,7.9192
sample07928,108547,cd4_t_cell,36769,33.8738
sample07928,108547,cd8_t_cell,30592,28.1832
sample07928,108547,monocyte,17121,15.7729
sample07928,108547,nk_cell,15469,14.251
sample07929,100774,b_cell,10688,10.6059
sample07929,100774,cd4_t_cell,28821,28.5996
sample07929,100774,cd8_t_cell,26850,26.6438
sample07929,100774,monocyte,21024,20.8625
sample07929,100774,nk_cell,13391,13.2881
sample07930,96101,b_cell,9696,10.0894
sample07930,96101,cd4_t_cell,26452,27.5252
sample07930,96101,cd8_t_cell,26328,27.3962
sample07930,96101,monocyte,24078,25.0549
sample07930,96101,nk_cell,9547,9.9343
sample07931,94946,b_cell,11308,11.9099
sample07931,94946,cd4_t_cell,23079,24.3075
sample07931,94946,cd8_t_cell,34448,36.2817
sample07931,94946,monocyte,16117,16.9749
sample07931,94946,nk_cell,9994,10.526
sample07932,103601,b_cell,13907,13.4236
sample07932,103601,cd4_t_cell,27774,26.8086
sample07932,103601,cd8_t_cell,25801,24.9042
sample07932,103601,monocyte,22379,21.6011
sample07932,103601,nk_cell,13740,13.2624
sample07933,99124,b_cell,8224,8.2967
sample07933,99124,cd4_t_cell,23225,23.4302
sample07933,99124,cd8_t_cell,24283,24.4976
sample07933,99124,monocyte,23962,24.1738
sample07933,99124,nk_cell,19430,19.6017
sample07934,97171,b_cell,15776,16.2353
sample07934,97171,cd4_t_cell,21376,21.9983
sample07934,97171,cd8_t_cell,18744,19.2897
sample07934,97171,monocyte,20538,21.1359
sample07934,97171,nk_cell,20737,21.3407
sample07935,95517,b_cell,10235,10.7154
sample07935,95517,cd4_t_cell,24762,25.9242
sample07935,95517,cd8_t_cell,22322,23.3697
sample07935,95517,monocyte,20679,21.6495
sample07935,95517,nk_cell,17519,18.3412
sample07936,93357,b_cell,11531,12.3515
sample07936,93357,cd4_t_cell,29297,31.3817
sample07936,93357,cd8_t_cell,22387,23.98
sample07936,93357,monocyte,16850,18.049
sample07936,93357,nk_cell,13292,14.2378
sample07937,96283,b_cell,6404,6.6512
sample07937,96283,cd4_t_cell,25979,26.9819
sample07937,96283,cd8_t_cell,33054,34.33
sample07937,96283,monocyte,17505,18.1808
sample07937,96283,nk_cell,13341,13.856
sample07938,99354,b_cell,13015,13.0996
sample07938,99354,cd4_t_cell,28018,28.2002
sample07938,99354,cd8_t_cell,23281,23.4324
sample07938,99354,monocyte,25043,25.2058
sample07938,99354,nk_cell,9997,10.062
sample07939,96036,b_cell,10722,11.1646
sample07939,96036,cd4_t_cell,26703,27.8052
sample07939,96036,cd8_t_cell,29037,30.2355
sample07939,96036,monocyte,20718,21.5732
sample07939,96036,nk_cell,8856,9.2215
sample07940,109973,b_cell,20359,18.5127
sample07940,109973,cd4_t_cell,26022,23.6622
sample07940,109973,cd8_t_cell,21709,19.7403
sample07940,109973,monocyte,26981,24.5342
sample07940,109973,nk_cell,14902,13.5506
sample07941,99005,b_cell,9691,9.7884
sample07941,99005,cd4_t_cell,37954,38.3354
sample07941,99005,cd8_t_cell,19955,20.1555
sample07941,99005,monocyte,17778,17.9567
sample07941,99005,nk_cell,13627,13.764
sample07942,101253,b_cell,13070,12.9083
sample07942,101253,cd4_t_cell,27102,26.7666
sample07942,101253,cd8_t_cell,24349,24.0477
sample07942,101253,monocyte,17387,17.1718
sample07942,101253,nk_cell,19345,19.1056
sample07943,96982,b_cell,7757,7.9984
sample07943,96982,cd4_t_cell,27844,28.7105
sample07943,96982,cd8_t_cell,32543,33.5557
sample07943,96982,monocyte,16455,16.9671
sample07943,96982,nk_cell,12383,12.7683
sample07944,93366,b_cell,8637,9.2507
sample07944,93366,cd4_t_cell,30411,32.5718
sample07944,93366,cd8_t_cell,26464,28.3444
sample07944,93366,monocyte,16342,17.5032
sample07944,93366,nk_cell,11512,12.33
sample07945,95588,b_cell,12357,12.9274
sample07945,95588,cd4_t_cell,36170,37.8395
sample07945,95588,cd8_t_cell,18609,19.4679
sample07945,95588,monocyte,20316,21.2537
sample07945,95588,nk_cell,8136,8.5115
sample07946,107772,b_cell,11336,10.5185
sample07946,107772,cd4_t_cell,34458,31.9731
sample07946,107772,cd8_t_cell,26477,24.5676
sample07946,107772,monocyte,24522,22.7536
sample07946,107772,nk_cell,10979,10.1872
sample07947,93635,b_cell,5924,6.3267
sample07947,93635,cd4_t_cell,20806,22.2203
sample07947,93635,cd8_t_cell,30614,32.695
sample07947,93635,monocyte,22673,24.2142
sample07947,93635,nk_cell,13618,14.5437
sample07948,95690,b_cell,9488,9.9154
sample07948,95690,cd4_t_cell,19636,20.5204
sample07948,95690,cd8_t_cell,24970,26.0947
sample07948,95690,monocyte,20659,21.5895
sample07948,95690,nk_cell,20937,21.88
sample07949,109499,b_cell,6411,5.8548
sample07949,109499,cd4_t_cell,36647,33.4679
sample07949,109499,cd8_t_cell,18802,17.1709
sample07949,109499,monocyte,25007,22.8377
sample07949,109499,nk_cell,22632,20.6687
sample07950,110576,b_cell,13023,11.7774
sample07950,110576,cd4_t_cell,26509,23.9736
sample07950,110576,cd8_t_cell,28477,25.7533
sample07950,110576,monocyte,28952,26.1829
sample07950,110576,nk_cell,13615,12.3128
sample07951,107293,b_cell,12958,12.0772
sample07951,107293,cd4_t_cell,31578,29.4316
sample07951,107293,cd8_t_cell,19299,17.9872
sample07951,107293,monocyte,29340,27.3457
sample07951,107293,nk_cell,14118,13.1584
sample07952,101882,b_cell,14654,14.3833
sample07952,101882,cd4_t_cell,25517,25.0456
sample07952,101882,cd8_t_cell,31047,30.4735
sample07952,101882,monocyte,20118,19.7464
sample07952,101882,nk_cell,10546,10.3512
sample07953,99391,b_cell,11888,11.9608
sample07953,99391,cd4_t_cell,26520,26.6825
sample07953,99391,cd8_t_cell,21332,21.4627
sample07953,99391,monocyte,25513,25.6693
sample07953,99391,nk_cell,14138,14.2246
sample07954,104779,b_cell,12658,12.0807
sample07954,104779,cd4_t_cell,28138,26.8546
sample07954,104779,cd8_t_cell,24228,23.123
sample07954,104779,monocyte,19560,18.6679
sample07954,104779,nk_cell,20195,19.2739
sample07955,92378,b_cell,9959,10.7807
sample07955,92378,cd4_t_cell,22916,24.8068
sample07955,92378,cd8_t_cell,25912,28.05
sample07955,92378,monocyte,16232,17.5713
sample07955,92378,nk_cell,17359,18.7913
sample07956,91028,b_cell,11817,12.9817
sample07956,91028,cd4_t_cell,26726,29.3602
sample07956,91028,cd8_t_cell,22486,24.7023
sample07956,91028,monocyte,23222,25.5108
sample07956,91028,nk_cell,6777,7.445
sample07957,93869,b_cell,6290,6.7008
sample07957,93869,cd4_t_cell,28205,30.0472
sample07957,93869,cd8_t_cell,29464,31.3884
sample07957,93869,monocyte,19606,20.8866
sample07957,93869,nk_cell,10304,10.977
sample07958,105626,b_cell,14064,13.3149
sample07958,105626,cd4_t_cell,27914,26.4272
sample07958,105626,cd8_t_cell,27249,25.7976
sample07958,105626,monocyte,20130,19.0578
sample07958,105626,nk_cell,16269,15.4025
sample07959,95855,b_cell,4604,4.8031
sample07959,95855,cd4_t_cell,27696,28.8936
sample07959,95855,cd8_t_cell,21259,22.1783
sample07959,95855,monocyte,23365,24.3754
sample07959,95855,nk_cell,18931,19.7496
sample07960,105859,b_cell,7803,7.3711
sample07960,105859,cd4_t_cell,30088,28.4227
sample07960,105859,cd8_t_cell,17733,16.7515
sample07960,105859,monocyte,26836,25.3507
sample07960,105859,nk_cell,23399,22.1039
sample07961,102393,b_cell,12023,11.742
sample07961,102393,cd4_t_cell,34306,33.5042
sample07961,102393,cd8_t_cell,23844,23.2867
sample07961,102393,monocyte,13346,13.0341
sample07961,102393,nk_cell,18874,18.4329
sample07962,106902,b_cell,7029,6.5752
sample07962,106902,cd4_t_cell,43263,40.4698
sample07962,106902,cd8_t_cell,22535,21.0801
sample07962,106902,monocyte,23547,22.0267
sample07962,106902,nk_cell,10528,9.8483
sample07963,100966,b_cell,19776,19.5868
sample07963,100966,cd4_t_cell,21382,21.1774
sample07963,100966,cd8_t_cell,21804,21.5954
sample07963,100966,monocyte,26855,26.5981
sample07963,100966,nk_cell,11149,11.0423
sample07964,95175,b_cell,11569,12.1555
sample07964,95175,cd4_t_cell,23839,25.0475
sample07964,95175,cd8_t_cell,26971,28.3383
sample07964,95175,monocyte,18261,19.1868
sample07964,95175,nk_cell,14535,15.2719
sample07965,94526,b_cell,9549,10.102
sample07965,94526,cd4_t_cell,29813,31.5395
sample07965,94526,cd8_t_cell,30199,31.9478
sample07965,94526,monocyte,14312,15.1408
sample07965,94526,nk_cell,10653,11.2699
sample07966,103085,b_cell,5559,5.3926
sample07966,103085,cd4_t_cell,35605,34.5395
sample07966,103085,cd8_t_cell,26886,26.0814
sample07966,103085,monocyte,24311,23.5835
sample07966,103085,nk_cell,10724,10.4031
sample07967,97161,b_cell,10039,10.3323
sample07967,97161,cd4_t_cell,28089,28.9097
sample07967,97161,cd8_t_cell,27970,28.7873
sample07967,97161,monocyte,18993,19.548
sample07967,97161,nk_cell,12070,12.4227
sample07968,105329,b_cell,6744,6.4028
sample07968,105329,cd4_t_cell,29708,28.205
sample07968,105329,cd8_t_cell,36185,34.3543
sample07968,105329,monocyte,25009,23.7437
sample07968,105329,nk_cell,7683,7.2943
sample07969,108151,b_cell,8717,8.06
sample07969,108151,cd4_t_cell,33798,31.2508
sample07969,108151,cd8_t_cell,26930,24.9004
sample07969,108151,monocyte,29061,26.8708
sample07969,108151,nk_cell,9645,8.9181
sample07970,100212,b_cell,17805,17.7673
sample07970,100212,cd4_t_cell,28749,28.6882
sample07970,100212,cd8_t_cell,23595,23.5451
sample07970,100212,monocyte,21737,21.691
sample07970,100212,nk_cell,8326,8.3084
sample07971,105561,b_cell,6467,6.1263
sample07971,105561,cd4_t_cell,39063,37.0051
sample07971,105561,cd8_t_cell,32464,30.7538
sample07971,105561,monocyte,14171,13.4245
sample07971,105561,nk_cell,13396,12.6903
sample07972,95359,b_cell,10572,11.0865
sample07972,95359,cd4_t_cell,23019,24.1393
sample07972,95359,cd8_t_cell,32670,34.26
sample07972,95359,monocyte,15056,15.7888
sample07972,95359,nk_cell,14042,14.7254
sample07973,94512,b_cell,11136,11.7826
sample07973,94512,cd4_t_cell,30098,31.8457
sample07973,94512,cd8_t_cell,25104,26.5617
sample07973,94512,monocyte,18410,19.479
sample07973,94512,nk_cell,9764,10.331
sample07974,97072,b_cell,8300,8.5504
sample07974,97072,cd4_t_cell,35937,37.021
sample07974,97072,cd8_t_cell,22501,23.1797
sample07974,97072,monocyte,22521,23.2003
sample07974,97072,nk_cell,7813,8.0487
sample07975,107269,b_cell,5749,5.3594
sample07975,107269,cd4_t_cell,32584,30.376
sample07975,107269,cd8_t_cell,33476,31.2075
sample07975,107269,monocyte,19165,17.8663
sample07975,107269,nk_cell,16295,15.1908
sample07976,103364,b_cell,11165,10.8016
